name,salary,experience,views,applications,description
Full-Stack Developer (Python/React),,3,67,10,"Matoffo is looking for an experienced Full-Stack Developer (Python/React) to join our team. We welcome those who share our values, striving to grow professionally constantly and make things done.About our clientClient is a US based startup that organizes all info across your digital workspace and provides context for the projects, meetings, and people that matter to you. Product has all of your most important files, documents, conversations, and links organized by client, project, and team. It makes your daily activities much more comfortable.What will you be doing:You will work with other team members to develop and support product functionality to achieve business goals;Maintain code and component library formulated using design patterns;Participate in code review, maintenance and refactoring, meeting new feature requirements and improving existing features;Participate in problem solving in a production environment;You will collaborate with other teams to understand the product vision and meet the requirements by developing the frontend functionality;Performing peer code-reviews and unit testing to ensure high-quality software.We expect from you:3+ years of experience with React, Redux;3+ years of experience with HTML, CSS, and plain JavaScript;3+ years of experience with Python;Experience with TypeScript is mandatory;Solid understanding of the SDLC and tooling (GIT, branching/merging, build systems, CI technologies);Understanding of state management (redux), HOCs, hooks;Experience working with remote data via REST and JSON;Strong knowledge of OOP, design patterns, SOLID;Experience with test driven development;Self-motivation with the ability to work in a team in a fast-paced environment;Ability to work independently, team player with strong communication and interpersonal skills;Ability to discuss and explain complex technical concepts to both engineers and non-engineers;Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon;An understanding of best practices and a commitment to following them;A positive mindset and can-do attitude;Experience working in an Agile environment;Upper-intermediate or higher English level, both spoken and written.What you get:Flexible working hours;Competitive compensation commensurate with your experience and skills;Modern technologies, popular on the market;Not boring English classes;Interesting customers and projects;Learning and development opportunities along with AWS certification program;An excellent team with a friendly atmosphere."
Middle Data Engineer,,2,98,12,"     Middle Data Engineer         ?                  IT- MedData  e-Stock,            . ,     ,       ,       ,   . :-      ,    .-     .-          .-       ,    .-     /   .-        ,    .Musthave    ( ):-  2      ,        .-   SQL, Python.-    ETL   .-      .-            .-            -.-          .-   ,       . -    Big Data ,   Hadoop, Spark,  Hive.-  ,     (,   ).   ,    (Intermediate, 1)..    (     ,       ).      (   ):-    : ,          ;  ,        ; ,         ;  ,      .- :      ,         ,  ,    .- :       ,    .        .- :           .          .-    :            .       .-       :           . ?     :-          .-    ,        ,        .-   .   '   .-  ;   ;   28  .- :  ,  , IT   ,  ,  24/7,   .    (. . ).   10.11.2023.        ,   :       .      ,             ,     .    .     ,      ,   ,    ."
"Senior FS developer (Python, Django, TS)",,5,34,11,"Our mission is to provide access to life-changing educational and career opportunities. Passage's platform empowers immigrants and international students by matching their talents with the most crucial workforce needs in their destination countries. We then work to provide financial solutions and connect them to the logistical support they need, facilitating their transformational journeys to study or work abroad.The team that we have assembled thus far is very impressive (including IOI medalists, previous co-founders and C suites of successful startups.) Since we want to build a very lean team, we are looking for super talented and mission driven Senior Software Engineers to join our team. We code in Python, Django, TypeScript, React, and React Native, and are open to adopting new technologies when needed.We are currently in search of full-stack engineers, and we recognize that software engineers often have their strengths either in frontend or backend development. If your expertise leans towards frontend development, we highly value your eye for design and the ability to craft engaging user experiences. On the other hand, if your expertise is primarily in backend development, we expect your proficiency in architecting complex services and databases. In both cases, we place a strong emphasis on your ability to contribute to informed product decisions.It's important to note that we maintain an in-office working policy, and we require candidates to either reside in Toronto or be open to relocating to the area and committing to a five-day-a-week in-office schedule.ResponsibilitiesDesign, develop, and maintain complex software applications.Lead the technical design and architecture of software systems.Collaborate with cross-functional teams to develop new features and products.Write clean, maintainable code in accordance with best practices.Participate in code reviews and provide feedback to improve overall code quality.Requirements5+ years of experience as a software engineer.Proficient in Python, Django, TypeScript, React, and React Native.Deep knowledge of software design patterns and architecture.Strong understanding of database design and development.Excellent communication and problem-solving skills.Experience with cloud platforms such as AWS is a plus.Readiness to relocate to Ontario"
Python developer,,2,214,73," Arixess    Python        2-      .        . . :-   - OOP, Python, Django, Pandas, Flask, FastAPI, REST API, Theading, websockets, SQL-like databases, Elastic Search, MongoDB, Redis- chat-bots implementation, Telegram API- OpenAI, PyTorch, TensorFlow, Scikit-Learn- Git, CI/CD, Linux, Docker-     -  :   pre-indermediate :-     -    -    -  -  :        , -            .     ,          .,    !"
Senior Python developer,,5,39,5,"Job Description:Are you a seasoned Python developer with a proven track record of excellence, eager to lead the development of Python-based applications and solutions? Join our dynamic team and contribute to cutting-edge projects that encompass a wide range of technologies. We specialize in Python, FastAPI, Celery, PostgreSQL, Redis, AWS, Docker, MySQL, MongoDB, Flask, web sockets, and many more. We emphasize microservices, Domain-Driven Design (DDD), and the application of design patterns to create scalable, maintainable systems.Responsibilities:- Lead the design, coding, testing, and maintenance of mission-critical Python applications, serving as a technical authority.- Collaborate closely with a team of experienced developers, data scientists, and architects to implement microservices and Domain-Driven Design (DDD) principles.- Utilize your expertise in FastAPI and Flask to build robust and efficient APIs, and Celery for asynchronous task processing.- Manage and optimize databases, including PostgreSQL, MySQL, and MongoDB, to ensure data storage and retrieval performance.- Implement real-time communication using web sockets and technologies like Socket.io.- Apply microservices architectural patterns, Dockerize applications for deployment, and manage services in AWS.- Champion the use of design patterns to create maintainable, scalable, and efficient systems.- Foster problem-solving, teamwork, adaptability, and the ability to lead technical decisions within the Python development team.Qualifications:- Minimum of 5 years of experience in Python development with deep expertise in FastAPI, Celery, and microservices architecture.- Proficiency in multiple databases, including PostgreSQL, MySQL, and MongoDB.- Strong knowledge of cloud services, particularly AWS, and experience with containerization using Docker.- Expertise in Flask, web sockets, and SQLAlchemy.- Proven experience in microservices architectural patterns, Domain-Driven Design (DDD), and the application of design patterns.- A Bachelor's degree in Computer Science or a related field is preferred but not mandatory.- Proficiency in Git version control and a deep understanding of best practices.Skills and Attributes:We highly value strong problem-solving skills, teamwork, adaptability, and the ability to mentor and collaborate with team members, contributing to their growth and development.Interview process:1. Test assessment (1h)2. Candidate form completion3. Interview with HR and CTO (1.5h)About Our Company:At FH Solutions, we foster a culture of innovation, collaboration, and continuous learning. We encourage participation in open-source projects, offer professional development opportunities, and provide a supportive work environment for your growth as a Python Developer.If you are ready to take on challenging projects, lead technical decisions, and contribute to innovative solutions, we encourage you to apply. This refined job vacancy is designed to attract candidates who meet the specific requirements for the Python Developer position at FH Solutions."
Middle Python Developer,,3,120,37,"Job Description:Are you an experienced Python developer looking to take your career to the next level? Join our dynamic team and contribute to the development of Python-based applications and solutions that encompass a wide range of technologies. We specialize in cutting-edge technologies, including Python, FastAPI, Celery, PostgreSQL, Redis, AWS, Docker, MySQL, MongoDB, Flask, Web sockets, and many more. We emphasize microservices, Domain-Driven Design (DDD), and best practices for a variety of design patterns.Responsibilities:- Take a lead role in designing, coding, testing, and maintaining Python applications using best practices.- Collaborate closely with our team of developers, data scientists, and architects to implement microservices and Domain-Driven Design (DDD) principles.- Utilize your expertise in FastAPI and Flask to build robust and efficient APIs, and Celery for asynchronous task processing.- Work with various databases, including PostgreSQL, MySQL, and MongoDB, optimizing data storage and retrieval strategies for maximum performance.- Implement real-time communication using web sockets and technologies like Socket.io.- Apply microservices architectural patterns and design patterns to create scalable, maintainable systems.- Dockerize applications for deployment and manage services in AWS.- Contribute to the selection and implementation of the appropriate technology stack for specific projects.- Foster problem-solving, teamwork, and adaptability, key attributes for success in our team.Qualifications:- 3-5 years of experience in Python development with expertise in FastAPI, Celery, and microservices architecture.- Proficiency with multiple databases, including PostgreSQL, MySQL, and MongoDB.- Familiarity with cloud services, particularly AWS.- Experience with containerization using Docker.- Knowledge of real-time communication technologies and web sockets.- Expertise in Flask, SQLAlchemy, and design patterns.- A Bachelor's degree in Computer Science or a related field is preferred but not mandatory.- Proven experience in microservices architecture, DDD, and a deep understanding of best practices.Skills and Attributes:We highly value strong problem-solving skills, teamwork, adaptability, and the ability to lead technical decisions within our Python development team.Interview process:1. Test assessment (1h)2. Candidate form completion3. Interview with HR and CTO (1.5h)About Our Company:At FH Solutions, we foster a culture of innovation, collaboration, and continuous learning. We encourage participation in open-source projects, offer professional development opportunities, and provide a supportive work environment for your growth as a Python Developer.If you are ready to take on challenging projects, lead technical decisions, and contribute to innovative solutions, we encourage you to apply. This refined job vacancy is designed to attract candidates who meet the specific requirements for the Python Developer position at FH Solutions."
Junior Python Development,,1,873,307,"Job Description:Are you an aspiring Python developer with a desire to work on Python-based applications and solutions that support our business needs? We invite individuals with 1-2 years of Python development experience to join our dynamic team. We specialize in web-based Python applications, data analysis tools, and automation scripts, and we foster a culture of innovation, collaboration, and continuous learning.Responsibilities:- Play a key role in the coding, debugging, testing, and maintenance of Python applications.- Collaborate with a diverse team, including senior developers, data scientists, business analysts, and testers.- Take on independent tasks with some initial supervision, gradually gaining autonomy as you gain experience.- Work on web-based Python applications, data analysis tools, and automation scripts, contributing to various projects.- Utilize Python libraries and frameworks like Django, Flask, pandas, NumPy, and Matplotlib in your development work.- Develop problem-solving skills, teamwork, and adaptability, key attributes for success in our team.Qualifications:- 1-2 years of experience in Python development.- A Bachelor's degree in Computer Science or a related field is preferred but not mandatory. Python-related certification is a plus.- Familiarity with version control using Git.- Knowledge of databases, particularly MySQL and PostgreSQL, is beneficial.- A willingness to work remotely and be part of a supportive work environment.Career Growth:The successful candidate has opportunities for advancement within our organization, including the potential to move into a mid-level Python Developer position.Skills and Attributes:We highly value strong problem-solving skills, teamwork, and adaptability in our Python developers.Interview process:1. Test assessment (1h)2. Candidate form completion3. Interview with HR and CTO (1.5h)About Our Company:At FH Solutions, we foster a culture of innovation, collaboration, and continuous learning. We encourage participation in open-source projects, offer professional development opportunities, and provide a supportive work environment for your growth as a Python Developer.If you are ready to take on challenging projects, lead technical decisions, and contribute to innovative solutions, we encourage you to apply. This refined job vacancy is designed to attract candidates who meet the specific requirements for the Python Developer position at FH Solutions."
"Senior FullStack Developer (Python + JavaScript), Financial Software Tools",,5,72,11,"ClientOur client US-based world-leading financial analytics, data services, and trading platform company. The client is renowned for their cutting-edge fintech solutions. You will work inside of the client's Agile ecosystem with one of the multinational Scrum teams.Position OverviewTechnology StackPython, React, PostgreSQLRequirements- 4+ years of full-stack experience primarily with Python and JavaScript (React) or (Angular)- Experience with PostgreSQL- Experience working with Restful API development- Experience in building architecture for an application, microservices architecture- Knowledge of related technologies: HTML5, CSS- Understanding SDLC development methodologies- Knowledge of code testing methods (including BDD, and TDD)- Experience in collecting and documenting technical requirements, creating products based on these requirements- Strong team player in a flat-structured, highly collaborative, Agile environment- Algorithm tasks solving experience- Working proficiency and communication skills in verbal and written EnglishNice to have- Experience using modern technologies for building and testing pipelines- Knowledge of testing tools and frameworks"
Full Stack React (20%) + Python (80%),,3,124,59,"Key Responsibilities:Backend Development: Design, develop, and maintain high-performance backend systems and APIs using the latest technologies and best practices.Infrastructure as Code (IaC): Implement Infrastructure as Code principles to automate the provisioning and management of infrastructure resources, ensuring scalability and reliability.Cloud Services: Utilize cloud platforms (e.g., AWS, GCP) to build and deploy infrastructure components, including serverless functions, containers, and databases.Performance Optimization: Continuously monitor and optimize backend systems for performance, scalability, and efficiency, identifying and resolving bottlenecks.Security: Implement security best practices to safeguard data and systems, including encryption, access controls, and vulnerability assessments.Database Management: Design and manage databases to store and retrieve data efficiently, considering data modeling, indexing, and query optimization.Qualifications:Bachelor's degree in Computer Science, Software Engineering, or a related field (Master's preferred).3+ years of strong technical background with expertise in relevant programming languages and technologies: React (20%) work and Python 80%Proven experience in backend development, infrastructure design, and management.Strong knowledge of cloud computing platforms and infrastructure automation tools.Experience with containerization and orchestration technologies (e.g., Docker, Kubernetes).Solid understanding of database systems (SQL and NoSQL) and data modeling.Strong problem-solving skills and the ability to work in a collaborative, cross-functional team environment.Excellent communication skills to convey complex technical concepts to non-technical stakeholders."
Python developer,,5,52,4,"We are looking for current skills: +4 years of commercial experience with Python Experience with Django and Flask Experience with MySQL or PostgreSQLThat's what you should do:- Work directly with the core development team- Implement new and maintain existing web features and solutions- Review existing code and recommend refactoring where applicable- Research and solve problems using internet search, vendor support, and other external resources- Perform all the necessary tasks efficiently meeting deadlines- Fill in the tracking systems of the client and the companyIs good to have:- Understanding of OOP concepts- Understanding of coding algorithms such as recursion, data transformation, and manipulation- Good English speaking- Experience in SSRThat's what we offer to you:- Fast growth of seniority level with a unique plan- Ability to work remotely, flexible working hours- Education (courses, training materials, etc.)- 12 days of paid vacation and 12 days of sick leave- State holidays, according to the legislation of UkraineSo please don't waste your time, write to us and let's create some cool things together! :)"
Senior Full-Stack Developer Developer (Python + VueJs)$4000-5000,$4000-5000,5,61,2,"We're on the hunt for a Senior Full-Stack Developer with expertise in Python and Vue.js/ReactJS to join our team! Our client project aims to modernize the way medical records are handled and transferred. They are addressing the issue of outdated and inefficient practices in patient data management, which often involve fax machines and can lead to lost or delayed information, unnecessary reordering of tests, and even malpractice claims.The solution is to digitize the transfer and release of patient data, providing a more reliable and secure method of handling this critical information. This digital approach is intended to improve patient outcomes by ensuring that all relevant health data is readily available when and where its needed.Requirements:Hard skills: 4+ years of working experience using Python (Django); 2+ years React or Vue.js; Hands-on experience with Docker; Experience with REST; SQL and NoSQL databases; An Upper-Intermediate level of English.Nice to have: Experience with GraphQL; To be familiar with Celery/Workers.Responsibilities: Work with Research & Development tasks (analysis, task planning, estimation, programming); Working hours start at the second half of the day (2pm UA time) so, if you are not a morning person it would be a plus; Participate in pair programming sessions; Enforce best practices and maintain high test coverage; Be an advicer in technical and operational improvements for project to evolve; Be an a active part of close collaboration with other team members; Work with great people and share awesome ideas about cool sotware development.We offer: Flexible working hours (full-time, 40 working hours per week); No time trackers or micromanagement; Low level of bureaucracy; We provide Macbook workstations, so you will receive comfortable equipment to work with or you can choose to work from your own device; 20 days of paid annual vacation; 15 days of paid sick leave; Possibility to use vacation during probation; Days off on all Ukrainian government holidays; Teambuildings, corporate events and welcoming and openminded team."
Middle+ Python Developer,,3,102,9,"WeSoftYou creates web and mobile solutions and custom B2B and B2C applications for various industries and business areas, including Healthcare, e-Learning, Retail, Web3, Fintech, and Adtech.We are looking for a Middle Software Engineer to join our tech team! Required skills: 4+ years of commercial experience with Python; 3+ years of commercial experience with Django and Django REST Framework; Experience with Celery or any other async task queue; Proficient experience with SQL Databases (PostgreSQL, etc.); Experience with Docker and docker-compose; Upper-Intermediate+ level of English. As a plus: Experience with AWS or any other cloud solutions + LangChain; Knowledge of the Microservices Architecture. Responsibilities: Develop new features in the project; Write reusable, testable code; Reviewing the code of teammates; Reviewing your implemented code in the dev environment; Participate in the grooming process; Participate in the estimation process. What we offer: Benefits program: 18 working days of fully paid vacation, 5 days compensated sick leaves; Coverage of taxes and free tax reporting support by our Financial department; Help with individual entrepreneurs questions and accounting supportfinancial aid and additional days off for various occasions (e.g. marriage, childbirth, etc); Internal educational events (WeThursdayYou); Regular company updates from the CEO (Friday letter). Comfortable Working conditions: Flexible working hours;Provision of required equipment;Hybrid working model (remote or from a cozy office in the Kyiv center); Community:To build community among our employees we keep going with: Various corporate events (psychological training, based on employees needs to care about mental health, New Year celebration, summer party, team buildings, etc.); Celebration of important personal and project milestones (project successes, B-days, anniversaries); Open door culture (regular one-two-one meetings with HR/PM/Manager)morning online sports activities for all team members to care about physical health; Support of team members during russian aggression (evacuation, safe accommodation in Western Ukraine, financial support for those who joined Armed Forces, donations, etc.)."
Senior Full-Stack Engineer (Vue or React + Python),,5,38,9,"We are seeking a Senior Full stack (React or Vue+Python) Engineer who is passionate about revolutionizing the medical records industry.What is a project idea?Our client project aims to modernize the way medical records are handled and transferred. They are addressing the issue of outdated and inefficient practices in patient data management, which often involve fax machines and can lead to lost or delayed information, unnecessary reordering of tests, and even malpractice claims.The solution is to digitize the transfer and release of patient data, providing a more reliable and secure method of handling this critical information. This digital approach is intended to improve patient outcomes by ensuring that all relevant health data is readily available when and where its needed.Is there a legacy?NoWhat is the team size and structure?Its a new project for our company, and already, we have 1 DevOps and 1 Senior Full-Stack Developer, plus a part-time Project Manager. We are planning to hire one more strong engineer. From the clients side, there will be at least 10 very strong software engineers from the heart of software development and innovation  San Francisco!Communication and collaboration are key, while you will be able to communicate directly with the US team it is important to be ready to work during the US hours (Approximately 21:00-22:00 CET). How many stages of the interview are there? Interview with the Recruiter  up to 30 min.; Technical interview on our side  up to 1-1:30 h; Interview with the client.Requirements 4+ years of working experience using Python; 4+ years React or Vue.js; Hands-on experience with Docker; Django or Flask; GraphQL or REST; SQL and NoSQL databases; An Upper-intermediate level of English.Nice to have To be familiar with Celery/Workers.Responsibilities Be ready to work with Research & Development tasks; Be ready to work during American working hours; Be ready to work using pair programming technique; Be ready to enforce best practices and improve test coverage; Have fun and make an impact while developing awesome and cool software; Take part in requirements analysis, task planning, estimation, coding; Suggest technical and functional improvements for the project; Maintain close collaboration with other team members (aka find some great new friends).We offer No screenshots, bureaucracy; time logging for accounting only. We trust you! Quality workstations. Mostly we choose a Macbook so you will receive comfortable equipment for work or you can work on your own device; Dynamic environment with a low level of bureaucracy; Teambuildings, swag, corporate events and the team you will actually want to hang out with; Education program 100  we provide $100 per year for education; Mentorship program (get a mentor or become one);English Lessons with 6-month review process (speaking and writing classes); Refunding certification expenses; Corporate Udemy account, where any employee can request any course free of charge; 20 days of paid annual vacation; 15 days of paid sick leaves; Possibility to use vacation during probation; Days off on all Ukrainian government holidays; Social package, including medical compensation or sports compensation or psychological training sessions; Overtime is not welcome. Ralabs always emphasizes that we are working to provide work-life balance for employees; We work in a completely white field, and the salary is paid to the card in euros or dollars every first week of the month."
Senior Python Backend Engineer (non-web development),,5,133,23,"Drive-thru restaurants have employees multi-task by taking orders, packing food, taking payments, and more. This translates to long wait times and extremely high stress for employees. Currently, the restaurants are experiencing a major hiring crisis due to this extreme stress and increasing minimum wage.Most quick-service restaurants had begun to search for a more elegant solution that improves customer experience, increases speed, accuracy, average ticket size, and reduces employee stress.Our AI greets the customer, takes the order, and inserts it into the point of sale freeing up the employees to focus on other tasks.Understanding an order in the drive-thru using voice is not an easy task and requires deep technology to get to the required high completion rate of orders. The challenges include a very noisy environment, unique speech patterns due to the customer's indecisiveness, different accents, gender, ages, speech from other people in the car, complex multi-turn unstructured conversation, low latency, and more. In order to solve big challenges, we are developing our own speech and natural language understanding tech from the ground up.We are a group of experts in Speech, NLU, and Backend SW. We strongly believe in impact-driven employment where you can work from wherever you're most comfortable and effective. Because of the myriad of challenges and the fast pace, each team member gets to experience a lot of professional growth and ownership.About the Role & Responsibilities:- Our backend is developed all in Python running in the cloud over k8s.- It's not a typical backend interacting with a UI frontend. It handles audio streams in real-time and runs our key AI algorithms.- The role involves designing and implementing complex parts of the backend. This involves distributed architecture as well as concurrency while taking into consideration performance and scale.Requirements- 5+ years experience in Python- Experience in SW design and backend dev- Developed and deployed multiple projects used in production- Experience with Docker, Kubernetes, Microservices, CI/CD, Clouds (AWS/GCP/Azure)- experience with async IO, threading, or concurrent programming- deep control of Python 3 and its standard library.Preferred Qualifications:- Experience with real-time audio processingInterview process:- Short intro (20 min)- Live Coding Exercise ( 3 hours)- Technical Interview (1.5 hours)"
Tech Lead (Python),,5,183,1,"  MEGOGO  Tech Lead'a    .    :- 7+   ,    3+ Python-        10000/rps-   Docker/Kubernetes -   CI/CD Pipeline-     production-:  Logging, Monitoring, Alerting,      SLA-             MySQL/PostgreSQL-   MongoDB   -  -      Agile   :-   e-commerce -      saleor.io ':-  -     -      -    -   -         :-         10   ;-   :      ;- ,   ;-    ;-    ;-   ,     ;-  ;-       .,     ?     ?    !         ( ),       ,   38347009, : , 01011,  , .,  22 ( ),      ,      ,    ,           GDPR."
Python Voice Application Developer Seniorfrom $5000,from $5000,2,82,11,"Work will include developing voice applications using existing services to interface with proprietary systems. You will be working in a team of two to adapt and add to Neon AI's existing open-source voice assistant, to fulfill another company's project. That project is confidential, and a non-disclosure agreement will be required. You can learn more about the existing project you'll be adapting and building on through these links: Description on the Neon AI Website: https://neon.ai/Documentation: https://neongeckocom.github.io/neon-docs/neon_core/  GitHub Repositories: https://github.com/NeonGeckoCom  A specification document has been produced for the project, and the Neon AI development team will be available to provide coaching and answer questions on the use of their open-source software. This is phase 1 of a potentially much larger project, and we expect it to take 160-220 hours of work from the team, or about 5 weeks total. We are looking for candidates with the base skills and experience listed, who are excited about learning to use Neon AI's voice application and services. Phase 1 of this project should provide only a modest challenge for anyone with those competencies, making it a perfect place to start. We anticipate candidates will need 20-40 hours to familiarize themselves with the existing voice application and services before getting going on the project and will pay for that time. Ideal candidates for this team will be interested in staying with the project past phase 1, using the skills and knowledge base they've acquired to implement more ambitious future project goals. This is a project with defined goals and a high priority on meeting deadlines, in a supportive working environment. It is a great opportunity to add to your skills and experience working with voice applications, and one which will likely lead to a longer-term position. Voice Application Developer Recruitment CriteriaGeneral Qualifications:Strong technical skillsStrong project management skillsStrong self-management skillsProblem solving skillsAvailable for long term projectExperience working with:GitHubLinux dev environment (local)PythonDocker & Kubernetes container platformsCloud services / connectionsPreference for background in:Speech recognition technologyVoice processingOpen SourceLinguistics / formal languages / language parsing / RegEx"
Python ai/ml Developerfrom $3000,from $3000,3,114,25,This is a remote position.Mindecs is a trusted software engineering partner. We are looking for a Python Developer with good communication skills in English to join one of our teams. You will become part of a team of professionals who make a big contribution to solving problems for business clients.Requirements:- 3+ years of experience in Python - Experience with/desire to work in ai/ml (artificial intelligence/ machine learning)Benefits:- Competitive compensation depending on the level of expertise- Individual career path in engineering- Opportunity to work remotely- Flexible working hours
Senior Python Developer,,3,98,13,"We are looking for a Senior Python Developer in a Medical Research Environment.The team consists of highly motivated scientists and ML engineers who work on cutting-edge laser spectroscopy, utilizing proprietary hardware to analyze blood.Tech Stack: Python, Prefect, GCP (Storage, BigQuery, Cloud Functions, Docker).What will make you successful:-   Ability to write clean, solid code along with unit testing. A flair for designing clean and reusable (pip) libraries;-   Experience with Prefect (or other similar tools like Airflow);-   Knowledge of GCP will be a plus;-   Spoken and written English.About the Project:Biologists, researchers, and ML engineers have written a significant amount of code to process data generated by medical equipment and experiments. It's more than just simple ETL; it can also involve sophisticated calculations, such as filtering out laser beam frequencies from data. What we expect from you:Over the first 2-3 months, you will be expected to refactor/write this code and introduce a local pip package management system.After that, we will start new data pipelines and projects."
Python Developer for Visual Intelligence Company,,5,39,3,"Full time, remotePreferred Locations: Central and Eastern European countries, especially Poland.General requirements: Backend development expertise in Python as outlined in the job description. Extensive knowledge of AWS and CI/CD is imperative.Team Dynamics: Currently at 5 members, with plans for expansion.Reporting Structure: Directly to the CTO.Interview process:  1. Interview, might involve a brief technical challenge). 2. Interview with two team members, potentially with a short technical task).The company is a forward-thinking SaaS company, supported by prominent venture capital, focusing on the supply chain industry's requirement for enhanced inventory visibility via its advanced computer vision technology. Our system is adept at providing near-real-time tracking and analytics, setting a new standard in inventory management, and reducing supply chain discrepancies. Our tailored SaaS Business Intelligence solution integrates effortlessly with existing camera infrastructure in logistics facilities. Drawing data from diverse sources, our system yields deep insights, establishing itself as the ultimate source of clarity for inventory and supply chain data. We're on a mission to redefine the landscape of supply chain management!Position Details:Joining our A-team as a Senior Python Backend Developer means:End-to-end ownership (from design to deployment) of new and existing components, prototypes, services, and features.Take part in building the R&D departments processes and workflowShare your expertise among the team and become a mentor for new teammates.Essential RequirementsEngineering degree in Computer Sciences/Software5+ years of experience in Python.At least 3 years of experience with AWS, cloud deployments, DevOps, and web securityExperience with RESTful APIs and server-side API integrationKnowledge of MongoDB, SQL, and Data ModelingExperience with video processing - advantageSoft Skills Requirements: Excellent communication skills, both oral and written.Experience with startups or product companies.Capacity to thrive in a compact core team where each member holds significant responsibility.Have a strong sense of ownership"
Python Fullstack Developer,,2,200,39,"Pecode   -  6-       .  ,     ,       :        -    .  ?  :-   130- - Top Rated Plus   Upwork- Top Software Testing in Ukraine, Eastern Europe and Globally   Clutch-   ,            Fortune 500        .:-  , ,    ,      Proto AICX.-       .-     (, , ,   ).-     ,    , .       ,      .-      ,     .-     .:- 3+       Python  JavaScript.-   Python 3   -,   (Flask  FastAPI),       .-    Vue/React-           SQL-.-          (  Gitlab Pipelines  Docker Compose  Pytest).-   & Upper-Intermediate  .-          .  :-      ,    .-                   .-         ,     ,   (  75% ).-    english pronunciation     ?    !          ,     .                .-      ,          .-     (     ). ?Website Behance Instagram"
Senior Python Engineer,,5,43,3,"   ,           .  5-   ,           .       Data Science     .     -.            .     Python  Data Science .       Gulliver.:    ,   .    Python, API   . :   ML,   ."
Middle Python Engineer,,3,98,19,"   ,           .  5-   ,           .       Data Science     .     -.            .     Python  Data Science .       Gulliver.:    ,   .    Python, API   . :   ML,   ."
Senior Full-Stack Developer,,5,30,5,"8allocate is an IT outsourcing company with headquarters in Estonia and R&D offices in Ukraine and Poland. We provide custom software development services for clients from the UK and the USA, specializing in FinTech and EdTech.Currently, we are looking for a Senior Full-Stack Developer (Python+React).Client/Project: The Client is a US-based company, that develops a construction intelligence platform for real estate owners and developers, allowing to monitor construction projects around the world. They want to extend their US-based engineering team with several developers to work on the implementation of new functionality for their platform.Stage: New development within the existing platform, new roles (not replacement).Tech stack: JS (React), Python (Django).Timezone requirements: US time zone, 11-12 am to 8-9 pm Ukraine time (at least 5 hours overlap with EST time zone).Client team: The team is about 60 people overall, 15-20 people in the engineering team. All are based in the US.English: Upper-Intermediate+Requirements: 7+ years of experience developing web applications as a full-stack developer; 3+ years with Python (Django) experience; 3+ years with JavaScript (React/Redux) experience; Proficiency with Agile development methodology; Strong knowledge of web application fundamentals (frontend, backend, databases); Strong understanding of common standards, conventions, and best practices associated with professional software development and the software development lifecycle; Breadth and depth of knowledge in multiple related technical areas (security, UX/UI, distributed systems, cloud computing, etc.); Bachelor's or Master's degree in Computer Science, Data Science, or a related field.Responsibilities: Build back-end and front-end functionality for current and new projects; Join a highly iterative team that has to adapt quickly in a fast-paced environment; Perform back-end development and API integration; Professionally collaborate with team members and stakeholders on projects; Strong personal ownership and ability to set and meet high professional standards; Advanced soft skills: the candidate is responsible, well organised, can easily communicate with the team (both internal and external), work in a tight schedule during releases to production.Why choose us? Family and Friends. We are no longer a start-up, but we still, have a family atmosphere in our supportive and spirited team, who are all working together on the same goal. Just break down all barriers and find a better way. Every day youll meet with interesting and challenging (international) projects that cover industries from commercial aviation to fintech (different technologies, different products). Hungry for learning. You will get a lot of chances for career advancement and the development of new skills, opportunities for mentorship, or learning from more experienced colleagues.Benefits from 8allocate: Youll work with a supportive and spirited team of professionals. Corporate events, holidays, and team buildings for your joy. Training and development: we have a huge library (about 500 books!) and a budget for your professional development. Coverage of psychologist sessions. overage of sports activities. People-oriented management without bureaucracy. Paid vacation and sick leaves."
